feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,labels
-482.5741882,53.82244873,13.18711376,14.69670296,6.211527824,3.922100782,-6.643957615,-10.89363766,-11.96834278,-6.078531265,1.358129144,0.86343962,-2.748171806,-3.784030199,-2.187438965,-0.130367711,-6.984045982,-5.231865883,-0.244478956,-3.160489082,male_calm
-628.7227783,93.44258118,-12.86165524,26.28349304,0.302481204,6.361494064,-15.90749741,-10.79094696,-19.92164993,0.82714045,2.336457491,0.982867658,-6.466282368,-5.784904003,-1.58095181,1.616812468,-10.87396526,1.140205979,-2.337666273,-2.801999569,male_calm
-576.2686157,89.02023315,-8.752735138,18.86438179,3.26670289,-2.77787137,-10.32872486,-7.970882893,-18.3840313,-2.0613029,-4.056687355,-8.218242645,-0.478872985,-5.306119442,-5.274597645,4.179987431,-12.84071255,-2.814511299,-4.987879276,-2.453881502,male_happy
-410.1615295,39.59195709,7.740343571,9.924978256,2.916854143,-3.448048592,-5.02450943,-8.253511429,-10.62983131,-5.997515202,-4.407394886,-4.638713837,-1.971553206,-3.686873674,-2.741148472,-1.057289481,-5.983046532,-5.130972385,-1.63115561,-4.299093723,male_happy
-630.1896973,84.12657928,-10.90092945,20.46601486,-0.599829793,-3.834393024,-11.78139782,-10.11970711,-17.96958542,0.229015097,-6.713784218,-7.49143362,-0.442220956,-6.636562824,-2.247717381,0.8637743,-14.03534222,-0.925346375,-4.237967014,-3.879872799,male_happy
-565.3625488,89.27851105,-10.30868053,23.17735672,7.062926769,-0.555720508,-11.02323055,-5.009451389,-20.80873871,-0.309845239,-1.573599696,-7.354365826,3.020359516,-4.085621357,-4.700695515,5.788672447,-12.34147453,-2.6136868,-0.928625047,-1.275900722,male_happy
-373.7241516,33.25004196,6.373245239,9.485280991,5.414608002,-3.335462809,-4.570331097,-8.119095802,-9.499275208,-4.534789562,-2.849879026,-3.094530344,-0.075228482,-2.951267242,-2.195854664,0.060405362,-5.632291794,-4.399042606,0.584949076,-2.608240366,male_happy
-616.9767456,83.23640442,-13.20618248,23.27106094,4.44717598,-4.03413868,-12.3562603,-7.626592159,-20.96023369,3.128897667,-4.02867651,-5.305235386,3.37744689,-6.171737194,-0.831754804,2.943189621,-12.52015591,0.29987973,-1.389477491,-4.555865288,male_happy
-583.0961304,90.00450897,-5.426440716,20.23043633,0.538057446,1.686666131,-9.961409569,-8.426021576,-21.40812492,-2.932337999,1.52426827,-8.213862419,1.042757392,-4.222684383,-2.591974258,3.796510696,-11.07363892,-1.45535171,-2.782280207,-3.452283859,male_happy
-408.5718079,36.50769806,12.06698704,9.527240753,0.70698148,-3.065116644,-5.239574432,-9.011218071,-11.87809372,-6.383598328,-2.184337139,-2.655054331,-1.27357626,-2.442199707,-1.712217808,-1.01947546,-5.082933903,-3.721426964,-1.353117228,-3.482523441,male_happy
-639.2702637,87.6672287,-8.71853447,18.61806488,-4.09313488,0.765079975,-13.7821846,-11.71875381,-23.66284752,1.662723303,0.353765011,-6.062162876,-0.1685054,-6.265769005,-0.250254869,-1.009438396,-13.20809555,0.677535892,-3.413844824,-5.609017849,male_happy
-561.4292603,83.67436981,-5.770049572,27.3003273,-1.438221812,0.995006442,-8.031632423,-8.432344437,-23.55179405,-4.637812138,-2.717692375,-6.065729141,0.475432605,-5.413794518,-4.556314945,2.524137974,-13.68038273,-2.243402481,-4.205379009,-2.591038942,male_happy
-438.9686584,45.98749542,9.040846825,14.88597298,1.225691795,-2.21713829,-4.661864281,-10.29408932,-14.4502964,-7.560578346,-2.680382729,-2.941230536,-1.207797885,-3.140719652,-2.281625986,-0.66083014,-8.111595154,-4.010633469,-0.782821894,-4.419298649,male_happy
-611.4370117,77.74073029,-6.393777847,27.19689941,-6.558298588,-1.204882979,-13.11198616,-12.51047611,-24.36964417,-1.412832737,-4.473059177,-5.530154228,-0.853810608,-8.548877716,-2.833830595,-2.864369392,-16.45852089,-1.650862575,-5.406791687,-5.51749754,male_happy
-515.2803345,73.1222229,-11.74718094,10.47917271,-4.991674423,0.182221606,-20.80031013,-10.26721382,-17.74853325,-10.21004105,-3.646774769,-8.465453148,-5.257757187,-3.81667161,-11.9317379,0.973196328,-13.53703785,-3.341959238,-6.382519245,-5.893176079,male_happy
-317.683136,26.78614426,5.024006844,2.175437689,-0.72549659,-3.116378069,-6.821324348,-7.646530151,-7.569660187,-7.084068775,-3.742723942,-2.612407923,-2.312287569,-2.78823328,-1.627156258,-2.35683322,-3.790579796,-3.157650471,-1.822086811,-4.114098549,male_happy
-575.2884521,72.25604248,-14.63741684,10.34169769,-7.465247154,-0.175710797,-24.80444145,-9.994098663,-21.17267609,-8.408630371,-4.392915249,-7.045053005,-3.681196451,-5.741676331,-11.79273987,0.132813737,-14.60625362,-1.215416193,-8.990475655,-7.343560219,male_happy
-488.00354,80.44390869,-18.5156002,10.51223564,0.911498129,-1.68411386,-17.83200645,-8.1521492,-22.76810074,-10.23390388,1.71502471,-10.11074638,-3.766627073,-1.599646688,-11.34111691,1.747034431,-12.14298534,-6.878705025,-4.889081955,-5.648409367,male_happy
-386.8397522,46.91347122,-4.06645155,5.116004467,1.927407146,-4.147512436,-10.73718834,-9.255021095,-15.49438572,-10.36563683,-0.384730697,-5.663237095,-2.419393063,-2.253203392,-6.149196148,-1.122168064,-7.234385014,-6.792734146,-2.838483572,-6.478695393,male_happy
-545.2438965,79.19988251,-21.15584564,10.95161152,-2.819565058,-4.336562634,-21.30817413,-9.251278877,-25.60027313,-6.61325407,-0.64475739,-11.10276985,-1.758358598,-4.846380711,-10.63325024,1.203728795,-14.84307575,-4.341784,-6.575802803,-7.861192703,male_happy
-413.8728027,75.92959595,-19.63833427,14.02538586,-3.974117756,-2.474716663,-19.78027153,-11.72791767,-31.21753883,-5.871708393,-3.124464989,-12.45531654,-2.233496666,-4.189034939,-13.57542038,4.561650753,-17.18854523,-4.272744179,-5.71288538,-5.78492403,male_happy
-287.8252869,33.17366409,2.416969061,5.518059731,0.636585951,-4.377043247,-9.401836395,-10.1831789,-14.84920025,-6.320879459,-1.781203389,-4.804846287,-0.562018633,-2.941121101,-4.250421047,-1.122582316,-6.200671196,-5.060299397,-1.95310092,-4.828178406,male_happy
-467.6843567,75.33563232,-22.94029427,13.98439884,-6.061048508,-3.587591887,-21.53957176,-15.43469715,-32.3035202,0.223652944,-4.366672993,-10.90943623,-1.04615438,-8.680375099,-9.51921463,3.105225801,-19.2504673,0.579548955,-7.529272556,-7.104618073,male_happy
-425.7555237,80.31716919,-18.01814461,12.19218063,-4.578493118,-3.508371353,-19.41573715,-12.64721107,-30.37470627,-8.950950623,-5.572181225,-8.83823967,-3.245667934,-2.106607199,-14.46867847,2.720742464,-15.72491837,-6.876211643,-6.217589378,-3.089267492,male_happy
-299.6897583,35.12934113,3.699398994,4.035900593,-0.3629013,-3.838748455,-7.24433136,-10.84895802,-15.00302792,-7.463057518,-2.479743242,-3.107787848,-0.979140699,-1.753002763,-5.093031883,-0.925409138,-6.139440536,-6.503765583,-1.808161736,-2.982718229,male_happy
-480.3488159,77.02524567,-20.64466667,11.52735424,-7.189453125,-4.58028698,-22.67597008,-17.4408493,-31.34527588,-5.077598572,-6.832722664,-7.242179871,-2.572900295,-5.921574116,-11.64693165,0.107601985,-18.42269135,-3.172065973,-4.393933773,-4.074127197,male_happy
-592.7104492,94.78400421,-6.275812626,23.98634529,7.87641716,-2.063421965,-6.037539959,-10.77196121,-19.13904762,-4.597890377,-8.795964241,-0.565536618,-3.63697505,-8.048502922,-5.226264,-0.281129628,-10.3464489,-5.512244701,-6.500399113,0.118746728,male_sad
-452.9801636,38.18038177,11.8707552,12.43174267,6.013949871,0.091241002,-3.546025038,-8.53196907,-10.26313591,-7.165112972,-3.903721571,-1.694494963,-1.936990857,-4.829363823,-4.001836777,-0.692305982,-4.652316093,-5.966525555,-2.877552271,-3.241744518,male_sad
-647.5626221,89.17771912,-8.290184975,23.7712574,3.671332121,-4.381093025,-9.160271645,-16.04408264,-19.11189079,-3.171381474,-8.616531372,-0.202636719,-5.729112625,-7.570170403,-4.681437492,-2.332135916,-11.39844131,-4.521852493,-2.515814543,-2.589794397,male_sad
-627.7762451,90.0561142,-8.412247658,22.41693497,7.512364864,0.082551152,-3.008897066,-9.020165443,-16.93713951,-5.532742977,-4.366344929,-0.648043931,-4.282390594,-2.959348679,-2.911036253,0.506370366,-7.185637474,-2.224728107,-3.873020887,1.415945411,male_sad
-428.2986145,29.26041603,10.48172188,9.921746254,6.010164738,0.625280976,-1.766094327,-5.517758369,-8.16313076,-6.245102406,-2.612012863,-0.788815439,-1.922836781,-2.245049953,-0.925715983,0.031086789,-3.262636662,-3.707230568,-0.953209162,-1.648444414,male_sad
-686.6468506,85.73402405,-11.05093098,24.49632454,4.021084309,-0.695302069,-5.819386482,-12.62798405,-18.05302238,-3.428879023,-4.12779808,-0.489001065,-4.958265781,-1.550526857,-3.412302494,-0.914403975,-7.764096737,-2.325514555,-3.883865118,-1.814949751,male_sad
-668.5452881,86.74220276,-6.970329762,21.79951477,7.124260902,-0.419285357,-4.504295349,-8.614639282,-17.36606407,-3.407382727,-3.23238039,-0.056420412,-3.567138672,-2.970990896,-5.479822159,1.261287808,-7.9057374,-7.209426403,-2.380204201,0.693520606,male_sad
-537.1270142,51.73498917,7.569953918,13.34508991,6.472930431,-0.309842318,-3.662007809,-10.28950787,-13.79258728,-6.063414574,-1.518586755,-1.097640872,-2.371594667,-3.929024696,-3.841093302,0.236712769,-6.109697819,-7.709158897,-0.930174112,-1.267885327,male_sad
-715.9446411,81.42610168,-8.698246956,22.58122635,3.696460247,-3.584675312,-7.50383997,-13.22721481,-18.53533745,-2.142594099,-3.118728638,-2.142003775,-6.140640259,-4.420449257,-4.409225941,0.35777396,-11.30475044,-5.712666512,-0.108548626,-4.562373638,male_sad
-652.460022,81.92184448,-1.465165019,22.68138695,5.879748821,1.342995286,-0.368655086,-8.491629601,-18.45231438,-3.708845854,-5.0108881,-1.75638473,-1.757125735,-3.994920492,-5.061878681,3.914087296,-5.764744282,-4.588632584,-3.602215052,0.933725893,male_sad
-461.2031555,32.15248871,11.19366455,13.55994987,5.376106739,0.497242898,-0.650055349,-8.038650513,-11.57811165,-6.78122139,-3.35496521,-2.757255554,-2.250090599,-3.151683092,-3.15473175,2.019295454,-2.810215473,-5.396841526,-1.058298349,-1.670403719,male_sad
-706.0244141,78.39218903,-5.173811913,23.9420166,3.711978197,0.648299217,-4.852891922,-15.37921524,-20.5627346,-2.555706024,-5.08519268,-1.227762461,-3.907895327,-5.906934261,-2.764810801,4.767002583,-7.240460396,-4.455965519,-2.080105305,-2.480024576,male_sad
-582.7258911,95.00275421,-3.260373831,25.98897362,7.745577812,-2.014525652,-5.264663219,-10.47274971,-17.86858177,-1.23976469,-6.966062546,-2.952027321,-3.384981155,-6.96414423,-5.161426544,2.349802732,-10.27725315,-3.846678734,-6.21754837,0.537841916,male_sad
-422.4573059,36.98797607,14.59722614,12.95682526,5.466257572,0.108828828,-3.716134071,-8.563867569,-9.894874573,-5.770011425,-3.311396837,-2.794215202,-3.084242582,-4.311887264,-3.194919348,0.086690545,-4.103562355,-5.773273468,-2.182816267,-2.892301798,male_sad
-640.9559326,90.98755646,-5.525904179,27.743536,3.503467321,-1.207116485,-8.462743759,-14.27538109,-18.13087654,0.984465182,-7.533269882,-1.070476651,-5.393258095,-6.035192013,-2.5634408,-0.072766215,-12.72633266,-3.270942688,-5.267010689,-2.065011024,male_sad
-547.2723389,77.57594299,-9.342756271,17.58761978,3.494641304,-3.426760674,-14.80504513,-8.658650398,-24.41387177,-4.704715729,-5.076816559,-8.570005417,-1.196134806,-5.613451481,-9.185670853,3.345946074,-14.97883701,-3.629041672,-2.415462971,-2.66555953,male_sad
-393.1211243,36.27716446,6.813622952,8.473960876,3.183185577,-3.53745079,-5.852396488,-8.767177582,-12.86205673,-7.541246891,-3.62285924,-3.817149878,-1.967136383,-3.873354673,-3.236235142,-1.354837179,-6.71568203,-4.71638298,-0.208191842,-3.131166697,male_sad
-615.9921265,76.64222717,-11.55822849,18.18438339,-0.046074986,-3.410908937,-15.98792362,-9.897463799,-25.47596931,-0.614867508,-7.499014378,-6.801170826,-1.542010188,-8.153838158,-7.329676151,-0.323677599,-16.89287758,0.049797114,-3.600971937,-5.276683807,male_sad
-536.9592285,83.7411499,-10.46280766,22.28272629,3.996119976,-2.34673357,-11.92721176,-12.10531044,-29.24931717,-5.595099449,-5.074460983,-9.202666283,-1.027843118,-6.811412811,-7.108395576,3.505160332,-11.44669437,-5.538451195,-5.582327366,-2.71318078,male_sad
-361.7727966,31.38495445,8.737709999,10.34880924,3.881528854,-1.591562152,-5.648860455,-10.90280533,-13.98898125,-8.383995056,-3.763831377,-3.474000931,-1.614063978,-2.693325758,-3.176281214,0.593180478,-3.551359653,-5.195054054,-0.932143807,-2.493233681,male_sad
-598.407959,81.0723114,-10.12801266,23.3447094,-1.754391313,-5.276926041,-15.85094929,-15.81793213,-31.88075066,-3.295329332,-8.101765633,-7.232353687,-0.751484156,-9.558337212,-5.568404675,1.311563134,-13.9922657,-4.524477005,-6.899770737,-6.75629425,male_sad
-511.1438293,78.22734833,-8.788878441,22.29982185,0.858963251,-2.152564764,-12.96687508,-10.87095928,-26.23438835,-3.471669912,-4.351560593,-6.899270535,-1.565498233,-7.454589844,-7.949363232,3.993737459,-13.85517025,-4.784949303,-6.025811195,-2.337339401,male_sad
-451.5147705,61.28443146,-2.402515173,17.20667076,1.906397462,-4.877177238,-10.72215843,-14.38695717,-21.99033737,-6.461031437,-2.716552496,-6.656634808,-1.088936448,-6.310045242,-5.922999382,1.866090894,-10.54018688,-7.004249096,-3.399046659,-4.858596325,male_sad
-567.1566772,74.47885132,-11.58588314,21.17277908,-4.430948734,-3.091500998,-17.29422188,-16.20465851,-26.84581184,-0.257004231,-5.81952858,-5.478656292,-3.751907349,-9.982403755,-5.429390907,1.478011966,-14.29266262,-1.881300688,-6.323179722,-4.447315216,male_sad
-446.0289612,68.15930939,-12.05345535,21.99183846,-4.932635307,-2.062799215,-9.173194885,0.059548803,-21.72418404,-5.100488186,-3.637296438,-5.150752544,-3.321008205,-5.072350502,-7.157636166,-0.859581113,-11.4921751,-1.119333744,-7.924631596,-3.586032391,male_angry
-271.7584229,22.21723366,4.620771408,6.967777729,-0.476617962,-2.566558123,-1.126201749,-1.952980757,-8.096633911,-5.346136093,-0.666478336,-1.803601384,-1.554823518,-2.815235853,-3.237817049,-2.088231802,-4.236840248,-2.812535048,-1.320036411,-2.959918976,male_angry
-496.8407288,63.06040192,-13.29268742,22.19047737,-10.25339603,-2.972016573,-11.49600697,-2.620303154,-24.90545082,-2.222842455,-5.347197056,-4.143513203,-3.891932964,-6.944013119,-6.905619621,-2.305434942,-12.1104784,-0.36078456,-8.70519352,-4.187791348,male_angry
-417.8007202,66.22834778,-12.22222996,15.87895679,-8.705158234,-2.482947111,-14.33080864,-10.20843029,-23.54926682,-7.445847511,-9.737224579,-7.576046467,-8.104135513,-4.901694775,-9.598371506,-2.493606567,-15.53303337,-0.672975898,-10.92328358,-4.799972534,male_angry
-307.8662109,32.53423691,2.960954428,8.563651085,-3.268320322,-3.44810009,-5.809535027,-7.665646553,-11.01972008,-8.346114159,-5.724385738,-5.143129349,-3.83338213,-3.506082535,-4.28217268,-3.407957077,-7.722858429,-3.932216644,-4.716749668,-5.116063118,male_angry
-471.4169312,63.86637115,-15.8605938,17.97366142,-12.83244514,-4.264117718,-17.9282341,-13.20400524,-26.73179436,-6.214621067,-11.32621479,-6.919747353,-8.908143044,-5.554745674,-10.70563698,-5.809347153,-16.89586258,-0.336318731,-12.91418934,-3.030832529,male_angry
-506.191803,65.60772705,-4.349032879,18.53854752,-2.662983656,-0.49175331,-9.362171173,-7.210490704,-20.74985504,-3.850342274,-6.992245197,-4.414871693,-3.196690798,-5.86505127,-4.909369469,0.732596636,-12.38559055,-2.441984415,-4.506711006,-4.835091114,male_angry
-320.013916,23.90277863,8.6146698,8.4658041,-0.52000165,-1.82771349,-4.276958942,-6.677765846,-9.881368637,-6.121008873,-4.015509605,-2.740683079,-2.349196196,-2.988051414,-2.677709579,-1.469100118,-4.70111084,-2.517636299,-0.614900768,-4.509073734,male_angry
-554.963562,62.734375,-6.354694366,16.2949295,-6.981449604,-0.897424757,-13.21883869,-11.46378517,-22.01454735,-2.090299129,-8.225276947,-2.868562937,-4.390874386,-5.403264999,-4.402993679,-2.155249357,-13.86631393,-0.460881889,-5.724230289,-5.84884882,male_angry
-445.0835571,68.37007904,-6.881756306,15.34157562,-2.642796278,-2.822220325,-9.121636391,-7.37345171,-24.91917229,-5.14630127,-6.144823074,-6.384144306,-2.015764236,-5.847659111,-8.893100739,3.025885582,-15.64687634,-0.39071247,-4.515747547,-5.720461369,male_angry
-312.5301819,30.24042511,6.213997364,8.327703476,-1.731968164,-3.302449226,-4.452791214,-7.735010147,-14.38809776,-7.764312267,-4.384538651,-3.410086393,-1.621342063,-3.501979113,-4.013088226,0.096037023,-8.07242012,-2.366399765,-1.259860635,-5.544948101,male_angry
-496.2902832,66.15950775,-9.095537186,15.03852367,-6.204281807,-4.356842041,-11.72500324,-11.51275158,-26.57867432,-2.442120552,-8.024616241,-5.108695984,-3.494160175,-9.121923447,-7.730703831,-1.153991818,-17.12591934,1.294038892,-7.224799156,-5.987492561,male_angry
-231.4648438,47.6897316,-34.42900848,3.58012104,-23.03699875,-5.43037653,-23.72466087,-15.68589306,-23.99279022,-10.18001842,-12.91066456,-3.985326767,-13.97570896,-6.760632992,-10.86511421,0.956562877,-14.41227913,6.434075832,0.437501192,8.802864075,male_angry
-114.1067276,21.04268074,-8.624848366,-2.147153139,-8.926645279,-5.599600792,-6.308705807,-7.059850693,-7.676851273,-5.69598341,-4.218008041,-2.979097843,-4.507362843,-5.504730225,-3.557672977,-2.6200912,-4.716228485,2.035119295,3.818382263,3.923829079,male_angry
